date,rainfall_mm,avg_temperature_c,avg_humidity,sensor_count
2026-04-13,1609.392,27.66594982078853,59.61290322580645,38
2026-04-14,973.388,26.90555555555556,59.25925925925926,34
2026-04-15,971.442,28.350529100529098,59.91489361702128,30
2026-04-16,913.144,26.113492063492064,60.71111111111111,35
2026-04-17,1238.846,26.71527777777778,64.44186046511628,29
2026-04-18,912.51,28.801084010840107,59.725,31
2026-04-19,898.932,27.63875968992248,56.76086956521739,32
2026-04-20,954.814,26.966925064599483,61.18181818181818,29
2026-04-21,849.458,27.050677506775067,60.34146341463415,33
2026-04-22,810.15,27.924444444444443,63.883720930232556,38
2026-04-23,1256.356,26.65925925925926,63.113207547169814,36
2026-04-24,928.278,26.375603864734302,69.06818181818181,36
2026-04-25,1039.688,28.778048780487808,63.34146341463415,31
2026-04-26,1771.77,27.855747126436782,62.10526315789474,39
2026-04-27,705.1,25.621929824561402,59.375,36
2026-04-28,913.664,27.566951566951566,62.77272727272727,30
2026-04-29,952.924,29.12270531400966,60.93333333333333,32
2026-04-30,984.31,26.92222222222222,67.57777777777778,29
2026-05-01,995.072,28.05185185185185,57.734693877551024,33
2026-05-02,890.71,29.906459948320414,60.32692307692308,34
2026-05-03,837.3059999999999,26.563725490196077,63.357142857142854,31
2026-05-04,1257.628,27.596376811594205,61.58,27
2026-05-05,883.9639999999999,26.994907407407407,61.7,36
2026-05-06,1037.038,27.382539682539683,64.1086956521739,34
2026-05-07,1221.992,27.073995271867613,63.708333333333336,39
2026-05-08,939.858,28.64688888888889,59.4,33
2026-05-09,934.482,28.140656565656567,64.06382978723404,33
2026-05-10,907.288,28.593859649122805,63.93333333333333,31
2026-05-11,804.1719999999999,28.43019943019943,61.3,34
2026-05-12,921.764,27.334656084656086,60.116279069767444,28
2026-05-13,628.324,28.739939939939937,58.36842105263158,30
2026-05-14,1000.716,27.753229974160206,59.78260869565217,31
2026-05-15,1036.3799999999999,27.841234567901235,59.76,39
2026-05-16,975.014,28.22636165577342,58.94117647058823,35
2026-05-17,1184.874,27.34711111111111,64.9,36
2026-05-18,1138.028,27.05509259259259,66.26,32
2026-05-19,764.836,28.457549857549857,64.4,33
2026-05-20,664.2239999999999,27.239080459770115,60.42424242424242,23
2026-05-21,1091.49,27.07872340425532,68.0,29
2026-05-22,992.476,27.54894894894895,73.53846153846153,30
2026-05-23,1101.3799999999999,28.513131313131314,62.0,30
2026-05-24,862.5559999999999,24.951761517615175,64.17021276595744,32
2026-05-25,652.86,28.00761904761905,63.31707317073171,31
2026-05-26,897.2,26.603782505910164,57.82608695652174,34
2026-05-27,1191.872,27.79650205761317,62.25,35
2026-05-28,1015.6,26.704255319148935,63.78431372549019,35
2026-05-29,1015.658,25.916071428571428,65.1,34
2026-05-30,971.78,27.870731707317074,62.044444444444444,29
2026-05-31,653.794,27.06111111111111,66.375,28
2026-06-01,576.292,26.61782945736434,67.4090909090909,33
2026-06-02,1037.934,28.328165374677003,62.354166666666664,33
2026-06-03,1091.174,26.160666666666668,62.254901960784316,32
2026-06-04,1042.48,26.78759689922481,64.55555555555556,30
2026-06-05,1362.184,26.002857142857142,60.55813953488372,29
2026-06-06,1090.394,28.657004830917874,60.775510204081634,34
2026-06-07,975.754,27.09611111111111,63.16279069767442,36
2026-06-08,821.386,26.49950617283951,61.645833333333336,31
2026-06-09,1103.912,26.799346405228757,63.833333333333336,37
2026-06-10,628.6859999999999,26.719281045751632,64.61111111111111,31
2026-06-11,961.264,27.322916666666668,62.22641509433962,37
2026-06-12,1305.4,27.048148148148147,60.0,35
2026-06-13,1095.298,26.363956639566396,62.638297872340424,31
2026-06-14,1107.326,28.12391304347826,62.0,33
2026-06-15,940.914,26.151473922902493,62.0188679245283,37
2026-06-16,833.54,29.381666666666668,56.42857142857143,30
2026-06-17,801.8799999999999,27.765079365079366,60.02564102564103,32
2026-06-18,1128.15,25.702222222222222,62.88235294117647,36
2026-06-19,1175.254,26.339777777777776,64.50847457627118,36
2026-06-20,668.584,27.840972222222224,58.484848484848484,26
2026-06-21,1043.274,27.317054263565893,58.54545454545455,32
2026-06-22,1020.986,24.921794871794873,65.88679245283019,37
2026-06-23,899.1419999999999,27.891304347826086,61.212765957446805,33
2026-06-24,892.044,28.708408408408406,63.73684210526316,32
2026-06-25,1232.448,27.657613168724282,63.535714285714285,37
2026-06-26,715.04,25.32894736842105,64.63888888888889,30
2026-06-27,858.756,28.205555555555556,63.129629629629626,35
2026-06-28,909.6039999999999,27.221146953405018,63.911764705882355,27
2026-06-29,1091.0919999999999,28.53559322033898,59.10526315789474,34
2026-06-30,797.418,28.937037037037037,63.170731707317074,30
2026-07-01,747.52,26.45111111111111,61.41025641025641,32
2026-07-02,876.834,29.678333333333335,59.88095238095238,27
2026-07-03,1115.33,24.888333333333332,62.609756097560975,34
2026-07-04,923.6859999999999,27.452380952380953,64.05454545454545,34
2026-07-05,1118.648,27.48768115942029,60.72549019607843,34
2026-07-06,588.9159999999999,29.21924119241192,64.80952380952381,31
2026-07-07,827.334,27.364672364672362,60.61702127659574,31
2026-07-08,1604.934,27.806753812636163,56.54838709677419,38
2026-07-09,628.6139999999999,26.280808080808082,63.53846153846154,31
2026-07-10,1037.724,28.0319783197832,62.86666666666667,34
2026-07-11,611.366,27.374074074074077,57.76923076923077,27
2026-07-12,762.978,27.69405684754522,63.25,35
2026-07-13,790.778,28.689841269841267,60.25581395348837,31
2026-07-14,762.312,27.559661835748795,62.08163265306123,32
2026-07-15,726.682,27.429012345679013,54.114285714285714,30
2026-07-16,901.264,26.822448979591837,58.85454545454545,31
2026-07-17,1223.316,24.814965986394558,63.191489361702125,34
2026-07-18,770.4,28.83602693602694,61.5945945945946,29
2026-07-19,630.178,26.13095238095238,57.785714285714285,30
2026-07-20,1119.964,27.414646464646466,63.422222222222224,31
2026-07-21,887.872,28.095726495726495,62.7,32
2026-07-22,849.67,28.269160997732428,60.875,34
2026-07-23,1558.76,25.521568627450982,65.55072463768116,39
2026-07-24,1231.906,27.261205273069677,65.52380952380952,39
2026-07-25,848.34,27.129166666666666,59.42857142857143,35
2026-07-26,1041.37,25.127920227920225,64.15217391304348,31
2026-07-27,603.652,26.64638888888889,60.61702127659574,32
2026-07-28,659.798,27.164264264264265,62.13157894736842,31
2026-07-29,712.406,28.493415637860082,57.90909090909091,25
2026-07-30,956.966,27.551358024691357,66.02173913043478,31
2026-07-31,1208.7459999999999,28.46717171717172,57.0,30
2026-08-01,974.194,27.94010840108401,63.48780487804878,32
2026-08-02,1086.382,26.363425925925927,63.84615384615385,34
2026-08-03,994.564,26.650264550264552,61.0,31
2026-08-04,1384.05,27.956530214424948,58.71186440677966,36
2026-08-05,952.64,28.433333333333334,64.725,29
2026-08-06,839.404,23.829166666666666,59.8235294117647,36
2026-08-07,1250.58,27.85315904139434,59.888888888888886,34
2026-08-08,819.862,29.354666666666667,64.38461538461539,37
2026-08-09,810.8059999999999,26.901084010840105,61.048780487804876,31
2026-08-10,1285.45,26.54929292929293,66.9622641509434,37
2026-08-11,1440.424,27.445009416195855,64.55932203389831,39
2026-08-12,1124.214,29.08888888888889,59.04761904761905,27
2026-08-13,1192.14,28.055959595959596,66.25862068965517,36
2026-08-14,1179.344,25.84484126984127,59.69090909090909,39
2026-08-15,1233.508,26.50462962962963,62.54545454545455,36
2026-08-16,863.498,27.773118279569893,57.75675675675676,25
2026-08-17,844.412,28.23015873015873,61.0,35
2026-08-18,1073.078,26.611352657004833,58.05769230769231,32
2026-08-19,1358.116,26.52060606060606,62.473684210526315,35
2026-08-20,1039.266,28.24031007751938,61.34090909090909,27
2026-08-21,972.544,29.77705314009662,57.9,35
2026-08-22,1221.514,26.79851851851852,59.26086956521739,36
2026-08-23,1005.934,27.327555555555556,66.11320754716981,36
2026-08-24,717.64,25.631978319783197,61.36363636363637,32
2026-08-25,1081.252,26.309420289855073,62.645833333333336,31
2026-08-26,845.024,29.798232323232323,55.41463414634146,33
2026-08-27,1080.202,28.546419753086422,63.609756097560975,32
2026-08-28,1402.402,27.26427015250545,62.68518518518518,34
2026-08-29,1224.214,27.543927648578812,62.68181818181818,30
2026-08-30,717.014,28.351388888888888,59.421052631578945,26
2026-08-31,886.8679999999999,27.702836879432624,61.787234042553195,31
2026-09-01,1146.288,28.017857142857142,61.18032786885246,39
2026-09-02,1165.134,28.10060606060606,61.25,34
2026-09-03,972.03,28.37777777777778,64.64285714285714,33
2026-09-04,1052.972,28.179138321995467,66.87755102040816,34
2026-09-05,593.65,27.094771241830067,63.09756097560975,25
2026-09-06,1216.094,26.515192743764175,64.53061224489795,33
2026-09-07,1052.206,28.02675736961451,60.36,34
2026-09-08,1025.142,27.691880341880342,59.870370370370374,32
2026-09-09,1143.01,26.916260162601624,58.38297872340426,33
2026-10-01,7.2,25.8,50.0,1
2026-10-02,106.80000000000001,26.505555555555556,67.66666666666667,3
2026-10-03,2.1,21.27777777777778,50.0,1
2026-10-04,41.699999999999996,21.488888888888887,79.0,2
2026-10-05,93.63,25.066666666666666,58.0,3
2026-10-06,70.276,34.25555555555556,62.0,2
2026-10-07,-8.100000000000001,25.666666666666664,47.5,2
2026-10-08,-48.4,25.16111111111111,79.0,2
2026-11-02,57.785999999999994,21.700000000000003,78.5,3
2026-11-03,85.312,28.405555555555555,86.25,4
2026-11-04,-18.7,38.6,34.0,1
2026-11-05,31.8,28.2,60.5,2
2026-11-06,82.0,39.111111111111114,60.5,2
2026-11-07,43.788,29.59259259259259,71.0,3
2026-11-08,23.4,23.7,39.0,1
2026-12-02,163.504,29.2,44.0,5
2026-12-03,166.184,30.93777777777778,58.25,5
2026-12-04,45.5,38.1,80.0,1
2026-12-06,65.2,15.3,45.5,2
2026-12-08,67.48,31.4,89.0,2
