record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp,crop_name_raw,price_vs_msp_pct,below_msp,mandi_name,district_master,state
PR006339,2026-04-25,MANDI051,Karnal,Cotton,6696.62,7530.0,7113.15,6620.0,Narma,7.449395770392744,False,Gulbarga Market,Saharanpur,Uttar Pradesh
PR009691,2026-05-11,MANDI010,Fatehabad,Sugarcane,3201.15,3361.389536195206,3281.27,3500.0,Ganna,-6.249428571428572,True,Dhule APMC,Jalandhar,Punjab
PR010145,2026-02-02,MANDI013,Kurukshetra,Wheat,2069.22,2309.0,2188.968577299104,2275.0,GEHUN,-3.781600997841611,True,Aurangabad Market,Patiala,Punjab
PR001300,2026-08-02,MANDI046,Patiala,Maize,1918.0,2158.02,2038.25,2090.0,corn,-2.476076555023923,True,Baranagar Market,,Uttar Pradesh
PR007631,2026-03-02,MANDI055,Bathinda,Wheat,2386.55,2953.19,2669.87,2275.0,Wheat,17.356923076923074,False,Chandigarh APMC,Bareilly,Uttar Pradesh
PR000891,2026-07-17,MANDI050,Amritsar,Sugarcane,3360.97,3721.24,3541.11,3500.0,Ganna,1.1745714285714324,False,Durg Market,Muzaffarnagar,Uttar Pradesh
PR000564,2026-01-05,MANDI039,Hisar,Sugarcane,3448.28,4181.0,3814.67,3500.0,Sugarcane,8.990571428571432,False,Anand Grain Market,,Haryana
PR000602,2026-05-29,MANDI009,Ambala,Rice,1924.0,2048.1,1986.0,2183.0,Dhaan,-9.02427851580394,True,Jamshedpur APMC,Jalandhar,Punjab
PR010104,2026-06-29,MANDI040,Karnal,Wheat,2287.5,2466.13,2376.82,2275.0,WHEAT,4.475604395604403,False,Jodhpur Market,Fatehabad,Haryana
PR000234,2026-03-06,MANDI046,Sirsa,Sugarcane,3421.0,3726.0,3573.51,3500.0,Ganne,2.1002857142857203,False,Baranagar Market,,Uttar Pradesh
PR005480,2026-07-20,MANDI050,Moga,Mustard,5592.07,6362.979993983251,5977.53,5650.0,Mustard,5.796991150442474,False,Durg Market,Muzaffarnagar,Uttar Pradesh
PR010827,2026-06-25,MANDI005,Fatehabad,Sugarcane,3119.64,3645.1,3382.37,3500.0,sugarcane,-3.360857142857146,True,Bhilwara Grain Market,Amritsar,Punjab
PR000661,2026-07-26,MANDI029,Fatehabad,Rice,,2666.93,2401.0,2183.0,Paddy,9.986257443884565,False,Asansol Grain Market,Sirsa,Haryana
PR002565,2026-05-07,MANDI043,Ludhiana,Maize,,2198.0,2022.0,2090.0,Makki,-3.253588516746411,True,Danapur Mandi,Agra,Uttar Pradesh
PR004659,2026-01-23,MANDI010,Sirsa,Maize,1944.04,2211.0,2077.0,2090.0,Makka,-0.6220095693779905,True,Dhule APMC,Jalandhar,Punjab
PR008402,2026-06-16,MANDI027,Fatehabad,Maize,1845.0,2143.52,1994.33,,मक्का,,False,Kochi APMC,Hisar,Haryana
PR007197,2026-05-04,MANDI033,Ambala,Sugarcane,3653.020121077713,4059.89,3856.0,3500.0,गन्ना,10.17142857142857,False,South Dumdum Grain Market,Ambala,Haryana
PR000500,2026-04-02,MANDI035,Moga,Rice,2181.045527366979,2399.84,2290.0,2183.0,चावल,4.901511681172698,False,Guntakal Mandi,Ambala,Haryana
PR002708,2026-08-17,MANDI053,Sirsa,Cotton,6858.04,7844.4388757834595,7351.24,6620.0,कपास,11.045921450151054,False,Panihati Market,Saharanpur,Uttar Pradesh
PR008975,2026-04-05,MANDI046,Karnal,Wheat,2350.0,2685.0,2517.0,2275.0,Wheat,10.63736263736264,False,Baranagar Market,,Uttar Pradesh
PR007085,2026-03-11,MANDI039,Ambala,Mustard,5727.0,6192.0,5959.0,5650.0,Sarso,5.469026548672566,False,Anand Grain Market,,Haryana
PR003234,2026-08-31,MANDI010,Hisar,Mustard,5344.0,6188.0,5766.0,5650.0,Sarson,2.0530973451327434,False,Dhule APMC,Jalandhar,Punjab
PR010364,2026-06-29,MANDI014,Fatehabad,Rice,1936.0,2035.72,,2183.0,Chawal,,False,Bathinda Grain Market,Patiala,Punjab
PR003552,2026-05-18,,Karnal,Maize,1791.21,1980.88,1886.04,,corn,,False,,,
PR003156,2026-07-28,MANDI052,Bathinda,Maize,2067.21,2382.0,2224.78,2090.0,Makki,6.448803827751205,False,Kakinada APMC,Saharanpur,Uttar Pradesh
PR001607,2026-06-18,,Patiala,Mustard,5565.0,6412.727054232409,5989.0,,mustard,,False,,,
PR002564,2026-04-06,MANDI010,Ambala,Maize,2121.78,2587.0,2354.0,2090.0,corn,12.63157894736842,False,Dhule APMC,Jalandhar,Punjab
PR001680,2026-02-09,MANDI038,Bathinda,Rice,2063.33,2387.0,2225.08,2183.0,paddy,1.927622537792026,False,Jalandhar Mandi,Kurukshetra,Haryana
PR004686,2026-04-30,MANDI051,,Mustard,5523.1,6271.94,5898.0,,Sarson,,False,Gulbarga Market,Saharanpur,Uttar Pradesh
PR010671,2026-08-12,MANDI036,Sirsa,Sugarcane,3521.0,3829.9,3675.0,3500.0,sugarcane,5.0,False,Mysore Grain Market,Kurukshetra,Haryana
PR003180,2026-02-03,MANDI057,Patiala,Rice,2102.2,2284.3,2193.25,2183.0,Rice,0.4695373339441135,False,Gorakhpur APMC,Bareilly,
PR007921,2026-06-13,MANDI057,Patiala,Wheat,2274.0,2519.92,2397.03,2275.0,गेहूं,5.363956043956053,False,Gorakhpur APMC,Bareilly,
PR009782,2026-03-30,MANDI045,,Mustard,4983.72,6078.7,5531.21,5650.0,Mustard,-2.102477876106194,True,Farrukhabad Mandi,Meerut,Uttar Pradesh
PR007375,2026-05-26,MANDI007,Sirsa,Cotton,6948.75,7354.0,7151.48,6620.0,Kapas,8.028398791540779,False,Nashik Mandi,Amritsar,Punjab
PR003698,2026-02-28,MANDI003,Jalandhar,Maize,,2455.0,2321.22,2090.0,Corn,11.063157894736833,False,Vijayawada Mandi,Ludhiana,Punjab
PR011382,2026-05-20,MANDI047,Karnal,Maize,1923.0,2057.96,1990.53,2090.0,Makki,-4.759330143540671,True,Orai Market,Muzaffarnagar,Uttar Pradesh
PR000927,2026-08-16,MANDI042,Bathinda,Wheat,1971.5,2367.71,2170.0,2275.0,Wheat,-4.615384615384616,True,Erode Mandi,Fatehabad,Haryana
PR011519,2026-03-27,MANDI030,Jalandhar,Mustard,5653.22,6810.92,6232.0,5650.0,Sarso,10.300884955752212,False,Patiala APMC,Sirsa,
PR009637,2026-03-10,MANDI056,Hisar,Mustard,5115.5,,5462.0,5650.0,सरसों,-3.327433628318584,True,Bilaspur Mandi,Bareilly,Uttar Pradesh
PR001637,2026-04-23,MANDI048,Ludhiana,Rice,2010.1534847915864,2209.05,2110.0,,चावल,,False,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
PR004876,2026-08-12,,Fatehabad,Cotton,6345.534975638505,7199.0,6772.33,,Narma,,False,,,
PR001068,2026-02-27,MANDI043,Moga,Rice,2093.86,2212.47,2153.17,2183.0,Chawal,-1.366468163078329,True,Danapur Mandi,Agra,Uttar Pradesh
PR006220,2026-05-31,MANDI021,Bathinda,Maize,1888.0,2027.39,1957.5956597046056,2090.0,Makka,-6.335135899301156,True,Guna Mandi,Ferozepur,Punjab
PR008164,2026-04-16,,Hisar,Rice,2145.539983472816,2347.05,2246.3,2183.0,Paddy,2.8996793403573147,False,,,
PR004486,2026-05-06,,Hisar,Maize,1887.5,2254.54,2071.0,2090.0,corn,-0.9090909090909092,True,,,
PR001657,2026-05-26,,Jalandhar,Sugarcane,3058.0,3448.788345653448,3253.0,3500.0,Sugarcane,-7.057142857142858,True,,,
PR000636,2026-07-30,MANDI001,Jalandhar,Mustard,5830.0,6522.04,6175.78,5650.0,Mustard,9.305840707964595,False,Hyderabad Mandi,Ludhiana,Punjab
PR008714,2026-01-19,MANDI044,Bathinda,Sugarcane,3275.4225337385774,3868.2,3572.0,3500.0,Ganna,2.057142857142857,False,Dehri Mandi,Agra,Uttar Pradesh
PR006554,2026-05-12,MANDI019,Ferozepur,Wheat,2043.0,2169.0,2106.18,,Gehun,,False,Karimnagar Grain Market,Moga,Punjab
PR007451,2026-06-05,MANDI049,Hisar,Rice,2133.49,2430.74,2282.12,2183.0,paddy,4.540540540540536,False,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
PR004826,2026-02-27,MANDI008,Moga,Mustard,5305.6683659374585,5842.61,5574.14,5650.0,Sarson,-1.3426548672566314,True,Bijapur Market,Amritsar,Punjab
PR003124,2026-07-04,MANDI002,Patiala,Cotton,6280.49,7576.15,6928.32,6620.0,Cotton,4.657401812688818,False,Solapur Mandi,Ludhiana,
PR007308,2026-06-15,MANDI048,Jalandhar,Cotton,6414.53,7817.45,7115.99,,Cotton,,False,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
PR011358,2026-03-03,MANDI027,Hisar,Wheat,1957.21,2120.7088850785995,2038.96,2275.0,wheat,-10.375384615384617,True,Kochi APMC,Hisar,Haryana
PR002849,2026-02-19,MANDI043,Jalandhar,Wheat,2108.38,2303.0,2205.49,,GEHUN,,False,Danapur Mandi,Agra,Uttar Pradesh
PR000278,2026-04-02,MANDI002,,Maize,2028.0,2420.0,2224.0,2090.0,corn,6.411483253588517,False,Solapur Mandi,Ludhiana,
PR010767,2026-01-26,MANDI049,Patiala,Cotton,6176.37,7109.091862971616,6642.73,,कपास,,False,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
PR009416,2026-06-05,,,Rice,1918.74,2304.0,2111.0,2183.0,Paddy,-3.298213467704993,True,,,
PR006769,2026-08-02,,,Wheat,2047.45,2342.22,2195.0,2275.0,गेहूं,-3.5164835164835164,True,,,
PR005062,2026-08-29,MANDI057,Ferozepur,Sugarcane,3331.999425085686,3987.3206060919074,3659.66,,Ganne,,False,Gorakhpur APMC,Bareilly,
PR006581,2026-06-17,MANDI012,Kurukshetra,Mustard,5447.43517291978,6539.0,,5650.0,Mustard,,False,Gaya Grain Market,Patiala,Punjab
PR003411,2026-07-25,MANDI050,Bathinda,Mustard,5673.4,,6244.0,,Sarson,,False,Durg Market,Muzaffarnagar,Uttar Pradesh
PR001183,2026-06-28,MANDI051,,Wheat,2311.342582562423,2580.92,2446.13,2275.0,WHEAT,7.522197802197807,False,Gulbarga Market,Saharanpur,Uttar Pradesh
PR003889,2026-05-29,,Sirsa,Cotton,6089.0,6442.05,6265.64,,Kapas,,False,,,
PR006057,2026-03-28,,Ludhiana,Rice,1970.36,2238.5,2104.0,2183.0,paddy,-3.618873110398534,True,,,
PR010183,2026-01-13,MANDI023,Kurukshetra,Maize,1863.0,2087.97,1975.71,2090.0,corn,-5.4684210526315775,True,Panihati APMC,Karnal,Haryana
PR000371,2026-08-07,MANDI018,Fatehabad,Mustard,5054.0,5585.96,5320.06,5650.0,Sarson,-5.839646017699108,True,Jaunpur Mandi,Moga,Punjab
PR006590,2026-05-24,MANDI035,Patiala,Wheat,2350.41,2731.0,2540.73,2275.0,WHEAT,11.68043956043956,False,Guntakal Mandi,Ambala,Haryana
PR010318,2026-02-15,MANDI014,Amritsar,Sugarcane,3264.0,3445.4932241573997,3355.0,3500.0,Ganna,-4.142857142857142,True,Bathinda Grain Market,Patiala,Punjab
PR000090,2026-06-26,MANDI040,Ambala,Maize,1881.8691227385789,,2003.89,2090.0,Maize,-4.120095693779899,True,Jodhpur Market,Fatehabad,Haryana
PR004915,2026-03-29,,Moga,Wheat,2155.0,,2340.1,2275.0,गेहूं,2.8615384615384576,False,,,
PR009953,2026-04-22,MANDI028,Ambala,Rice,1901.88,2078.12,1990.0,2183.0,Dhaan,-8.841044434264774,True,Machilipatnam APMC,Hisar,Haryana
PR010106,2026-01-02,MANDI042,Bathinda,Cotton,6136.0,6538.69,6337.33,,कपास,,False,Erode Mandi,Fatehabad,Haryana
PR000014,2026-02-08,MANDI028,Hisar,Wheat,2100.07,2375.64,2238.0,2275.0,WHEAT,-1.6263736263736264,True,Machilipatnam APMC,Hisar,Haryana
PR000287,2026-04-13,MANDI031,,Wheat,2103.01,2276.59,2189.8,2275.0,Kanak,-3.7450549450549366,True,Nangloi Jat Mandi,Sirsa,Haryana
PR004723,2026-04-12,MANDI020,Kurukshetra,Wheat,1960.0,2441.0,2200.7,2275.0,Gehun,-3.265934065934074,True,Kadapa Mandi,Ferozepur,Punjab
PR000290,2026-08-07,MANDI024,Bathinda,Sugarcane,3589.02,3950.83341499987,3769.93,3500.0,Ganna,7.712285714285709,False,Jaipur Mandi,Karnal,Haryana
PR000885,2026-04-26,MANDI016,Kurukshetra,Mustard,4928.43761867252,5446.76,5188.0,5650.0,सरसों,-8.176991150442477,True,Kulti APMC,Bathinda,Punjab
PR006785,2026-07-31,MANDI025,Karnal,Rice,2112.0,2555.56,2334.0,2183.0,Rice,6.917086578103528,False,Dindigul APMC,Karnal,Haryana
PR011132,2026-03-30,MANDI020,Sirsa,Sugarcane,3250.83,3969.99,3610.0,3500.0,Sugarcane,3.1428571428571432,False,Kadapa Mandi,Ferozepur,Punjab
PR000072,2026-01-06,MANDI047,Amritsar,Wheat,2020.69,,2160.48,2275.0,WHEAT,-5.033846153846153,True,Orai Market,Muzaffarnagar,Uttar Pradesh
PR008759,2026-04-10,MANDI042,Moga,Basmati,1916.22,2381.0,2148.0,2183.0,Basmati,-1.603298213467705,True,Erode Mandi,Fatehabad,Haryana
PR002705,2026-06-11,,,Mustard,4886.19,5692.39,5289.29,,Mustard,,False,,,
PR011585,2026-01-28,MANDI016,Jalandhar,Sugarcane,3395.0,3710.84,3552.76,,Ganne,,False,Kulti APMC,Bathinda,Punjab
PR001860,2026-04-18,,Sirsa,Sugarcane,3233.75,3496.33,3365.0,,गन्ना,,False,,,
PR001126,2026-03-20,MANDI003,Amritsar,Rice,1889.99,2165.52,,2183.0,चावल,,False,Vijayawada Mandi,Ludhiana,Punjab
PR001877,2026-04-28,MANDI038,Ludhiana,Cotton,6070.34,6646.0,6357.95,,Cotton,,False,Jalandhar Mandi,Kurukshetra,Haryana
PR004804,2026-08-10,MANDI015,Fatehabad,Sugarcane,3036.0,3480.16,3257.9,3500.0,Sugarcane,-6.917142857142855,True,Amravati Grain Market,Bathinda,Punjab
PR005224,2026-08-06,MANDI019,Ludhiana,Cotton,5856.97,6404.1,6130.53,6620.0,Cotton,-7.393806646525683,True,Karimnagar Grain Market,Moga,Punjab
PR011327,2026-07-20,MANDI020,Hisar,Mustard,5578.0,6771.16,6175.0,5650.0,mustard,9.29203539823009,False,Kadapa Mandi,Ferozepur,Punjab
PR003657,2026-06-07,MANDI049,Moga,Mustard,5526.458101463893,6776.9,6151.677939662541,5650.0,Sarson,8.879255569248508,False,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
PR004286,2026-02-13,MANDI020,Sirsa,Mustard,4839.19,5232.752108331381,5036.0,5650.0,Mustard,-10.867256637168142,True,Kadapa Mandi,Ferozepur,Punjab
PR009464,2026-05-12,MANDI054,Sirsa,Mustard,,6269.21,5795.0,5650.0,Mustard,2.566371681415929,False,Nangloi Jat Grain Market,Saharanpur,
PR009540,2026-08-17,MANDI036,Ferozepur,Rice,2140.35,2314.92,,2183.0,Paddy,,False,Mysore Grain Market,Kurukshetra,Haryana
PR008741,2026-05-28,,Hisar,Mustard,5551.23,6183.12,5867.18,5650.0,Sarso,3.8438938053097393,False,,,
PR006103,2026-06-11,MANDI032,Fatehabad,Mustard,4861.23,5327.596778987246,5094.0,5650.0,Mustard,-9.84070796460177,True,Chapra Grain Market,,Haryana
PR004446,2026-04-01,MANDI012,Jalandhar,Wheat,2054.38,2163.73,2109.06,2275.0,Wheat,-7.294065934065936,True,Gaya Grain Market,Patiala,Punjab
PR008501,2026-06-21,MANDI047,Ambala,Maize,2055.01,2496.0,,2090.0,मक्का,,False,Orai Market,Muzaffarnagar,Uttar Pradesh
