record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp,crop_name_raw,price_vs_msp_pct,below_msp
PR008186,2026-01-25,,Moga,Rice,2005.68,2112.51,2059.1,,Rice,,False
PR007070,2026-05-09,MANDI022,,Rice,2038.27,2509.7,2273.98,2183.0,Rice,4.167659184608338,False
PR004775,2026-02-23,,Jalandhar,Wheat,2097.0,2609.0,2353.0,2275.0,Gehun,3.428571428571429,False
PR006448,2026-02-20,MANDI035,Ludhiana,Maize,1881.78,2319.1,2100.44,,corn,,False
PR003034,2026-01-29,MANDI055,Amritsar,Wheat,2375.39,2905.0,2640.12,2275.0,Wheat,16.049230769230764,False
PR002947,2026-05-13,,Patiala,Cotton,6131.0,7320.96,6725.89,6620.0,Cotton,1.5995468277945668,False
PR002729,2026-03-02,MANDI008,Karnal,Mustard,5787.16,6077.88,5932.52,5650.0,Mustard,5.000353982300893,False
PR007737,2026-02-20,MANDI012,Amritsar,Wheat,1964.0,2203.07,2083.63,2275.0,गेहूं,-8.411868131868127,True
PR005676,2026-07-01,MANDI007,Fatehabad,Maize,1976.82,2419.0,2197.94,2090.0,Corn,5.164593301435409,False
PR007093,2026-01-31,MANDI051,,Basmati,2285.36,2595.15,,2183.0,Basmati,,False
PR008805,2026-03-11,MANDI046,Ludhiana,Mustard,4820.0,5699.0,5259.53,5650.0,सरसों,-6.910973451327439,True
PR005981,2026-07-23,MANDI013,Kurukshetra,Wheat,2341.23,2517.0,2429.19,2275.0,wheat,6.77758241758242,False
PR000060,2026-05-14,,Ferozepur,Mustard,5811.32,6329.19,6070.26,5650.0,mustard,7.438230088495579,False
PR001371,2026-06-04,MANDI030,Ferozepur,Cotton,5660.0,6087.83,5874.0,6620.0,cotton,-11.268882175226585,True
PR003239,2026-01-03,,Karnal,Rice,1872.0,2174.23,2023.3017368627486,2183.0,चावल,-7.3155411423385885,True
PR002056,2026-08-22,MANDI009,Ferozepur,Basmati,1908.1409099896425,2009.0,1958.0,,Basmati,,False
PR005252,2026-01-05,MANDI032,Jalandhar,Wheat,2151.86,2675.13,2413.49,,Gehun,,False
PR009259,2026-06-01,MANDI055,,Sugarcane,3152.0,3337.0,3244.6003698960367,3500.0,Ganne,-7.297132288684666,True
PR002760,2026-02-15,MANDI036,Karnal,Cotton,6302.29,7206.81,6754.55,6620.0,Narma,2.032477341389731,False
PR004003,2026-08-25,MANDI029,Kurukshetra,Sugarcane,3083.37,3315.0,3199.0,3500.0,Ganna,-8.6,True
PR008764,2026-05-31,MANDI039,Fatehabad,Cotton,6311.65,6815.97,6563.81,,Cotton,,False
PR004575,2026-08-28,MANDI040,Ferozepur,Rice,2184.65,2619.32,2401.982891153114,2183.0,चावल,10.031282233308016,False
PR001751,2026-07-19,MANDI047,Ludhiana,Mustard,5637.61,,6334.03,,सरसों,,False
PR001077,2026-07-22,,Kurukshetra,Mustard,5178.312104348875,,5757.03,5650.0,सरसों,1.8943362831858361,False
PR005404,2026-01-22,MANDI034,Sirsa,Maize,1786.3365949009074,1926.15,1856.24,2090.0,मक्का,-11.18468899521531,True
PR006339,2026-04-25,MANDI051,Karnal,Cotton,6696.62,7530.0,7113.15,6620.0,Narma,7.449395770392744,False
PR009691,2026-05-11,MANDI010,Fatehabad,Sugarcane,3201.15,3361.389536195206,3281.27,3500.0,Ganna,-6.249428571428572,True
PR010145,2026-02-02,MANDI013,Kurukshetra,Wheat,2069.22,2309.0,2188.9685772991033,2275.0,GEHUN,-3.781600997841611,True
PR001300,2026-08-02,MANDI046,Patiala,Maize,1918.0,2158.02,2038.25,2090.0,corn,-2.476076555023923,True
PR007631,2026-03-02,MANDI055,Bathinda,Wheat,2386.55,2953.19,2669.87,2275.0,Wheat,17.356923076923074,False
PR000891,2026-07-17,MANDI050,Amritsar,Sugarcane,3360.97,3721.24,3541.11,3500.0,Ganna,1.1745714285714324,False
PR000564,2026-01-05,MANDI039,Hisar,Sugarcane,3448.28,4181.0,3814.67,3500.0,Sugarcane,8.990571428571432,False
PR000602,2026-05-29,MANDI009,Ambala,Rice,1924.0,2048.1,1986.0,2183.0,Dhaan,-9.024278515803939,True
PR010104,2026-06-29,MANDI040,Karnal,Wheat,2287.5,2466.13,2376.82,2275.0,WHEAT,4.475604395604403,False
PR000234,2026-03-06,MANDI046,Sirsa,Sugarcane,3421.0,3726.0,3573.51,3500.0,Ganne,2.1002857142857203,False
PR005480,2026-07-20,MANDI050,Moga,Mustard,5592.07,6362.979993983251,5977.53,5650.0,Mustard,5.796991150442474,False
PR010827,2026-06-25,MANDI005,Fatehabad,Sugarcane,3119.64,3645.1,3382.37,3500.0,sugarcane,-3.360857142857146,True
PR000661,2026-07-26,MANDI029,Fatehabad,Rice,,2666.93,2401.0,2183.0,Paddy,9.986257443884563,False
PR002565,2026-05-07,MANDI043,Ludhiana,Maize,,2198.0,2022.0,2090.0,Makki,-3.253588516746411,True
PR004659,2026-01-23,MANDI010,Sirsa,Maize,1944.04,2211.0,2077.0,2090.0,Makka,-0.6220095693779905,True
PR008402,2026-06-16,MANDI027,Fatehabad,Maize,1845.0,2143.52,1994.33,,मक्का,,False
PR007197,2026-05-04,MANDI033,Ambala,Sugarcane,3653.020121077713,4059.89,3856.0,3500.0,गन्ना,10.17142857142857,False
PR000500,2026-04-02,MANDI035,Moga,Rice,2181.045527366979,2399.84,2290.0,2183.0,चावल,4.901511681172698,False
PR002708,2026-08-17,MANDI053,Sirsa,Cotton,6858.04,7844.4388757834595,7351.24,6620.0,कपास,11.045921450151054,False
PR008975,2026-04-05,MANDI046,Karnal,Wheat,2350.0,2685.0,2517.0,2275.0,Wheat,10.637362637362639,False
PR007085,2026-03-11,MANDI039,Ambala,Mustard,5727.0,6192.0,5959.0,5650.0,Sarso,5.469026548672566,False
PR003234,2026-08-31,MANDI010,Hisar,Mustard,5344.0,6188.0,5766.0,5650.0,Sarson,2.0530973451327434,False
PR010364,2026-06-29,MANDI014,Fatehabad,Rice,1936.0,2035.72,,2183.0,Chawal,,False
PR003552,2026-05-18,,Karnal,Maize,1791.21,1980.88,1886.04,,corn,,False
PR003156,2026-07-28,MANDI052,Bathinda,Maize,2067.21,2382.0,2224.78,2090.0,Makki,6.448803827751205,False
PR001607,2026-06-18,,Patiala,Mustard,5565.0,6412.727054232409,5989.0,,mustard,,False
PR002564,2026-04-06,MANDI010,Ambala,Maize,2121.78,2587.0,2354.0,2090.0,corn,12.631578947368421,False
PR001680,2026-02-09,MANDI038,Bathinda,Rice,2063.33,2387.0,2225.08,2183.0,paddy,1.927622537792026,False
PR004686,2026-04-30,MANDI051,,Mustard,5523.1,6271.94,5898.0,,Sarson,,False
PR010671,2026-08-12,MANDI036,Sirsa,Sugarcane,3521.0,3829.9,3675.0,3500.0,sugarcane,5.0,False
PR003180,2026-02-03,MANDI057,Patiala,Rice,2102.2,2284.3,2193.25,2183.0,Rice,0.46953733394411357,False
PR007921,2026-06-13,MANDI057,Patiala,Wheat,2274.0,2519.92,2397.03,2275.0,गेहूं,5.363956043956053,False
PR009782,2026-03-30,MANDI045,,Mustard,4983.72,6078.7,5531.21,5650.0,Mustard,-2.102477876106194,True
PR007375,2026-05-26,MANDI007,Sirsa,Cotton,6948.75,7354.0,7151.48,6620.0,Kapas,8.028398791540779,False
PR003698,2026-02-28,MANDI003,Jalandhar,Maize,,2455.0,2321.22,2090.0,Corn,11.063157894736833,False
PR011382,2026-05-20,MANDI047,Karnal,Maize,1923.0,2057.96,1990.53,2090.0,Makki,-4.759330143540671,True
PR000927,2026-08-16,MANDI042,Bathinda,Wheat,1971.5,2367.71,2170.0,2275.0,Wheat,-4.615384615384616,True
PR011519,2026-03-27,MANDI030,Jalandhar,Mustard,5653.22,6810.92,6232.0,5650.0,Sarso,10.300884955752213,False
PR009637,2026-03-10,MANDI056,Hisar,Mustard,5115.5,,5462.0,5650.0,सरसों,-3.327433628318584,True
PR001637,2026-04-23,MANDI048,Ludhiana,Rice,2010.1534847915866,2209.05,2110.0,,चावल,,False
PR004876,2026-08-12,,Fatehabad,Cotton,6345.534975638505,7199.0,6772.33,,Narma,,False
PR001068,2026-02-27,MANDI043,Moga,Rice,2093.86,2212.47,2153.17,2183.0,Chawal,-1.366468163078329,True
PR006220,2026-05-31,MANDI021,Bathinda,Maize,1888.0,2027.39,1957.5956597046059,2090.0,Makka,-6.3351358993011555,True
PR008164,2026-04-16,,Hisar,Rice,2145.539983472816,2347.05,2246.3,2183.0,Paddy,2.8996793403573147,False
PR004486,2026-05-06,,Hisar,Maize,1887.5,2254.54,2071.0,2090.0,corn,-0.9090909090909091,True
PR001657,2026-05-26,,Jalandhar,Sugarcane,3058.0,3448.7883456534482,3253.0,3500.0,Sugarcane,-7.057142857142858,True
PR000636,2026-07-30,MANDI001,Jalandhar,Mustard,5830.0,6522.04,6175.78,5650.0,Mustard,9.305840707964597,False
PR008714,2026-01-19,MANDI044,Bathinda,Sugarcane,3275.4225337385774,3868.2,3572.0,3500.0,Ganna,2.057142857142857,False
PR006554,2026-05-12,MANDI019,Ferozepur,Wheat,2043.0,2169.0,2106.18,,Gehun,,False
PR007451,2026-06-05,MANDI049,Hisar,Rice,2133.49,2430.74,2282.12,2183.0,paddy,4.540540540540536,False
PR004826,2026-02-27,MANDI008,Moga,Mustard,5305.6683659374585,5842.61,5574.14,5650.0,Sarson,-1.3426548672566314,True
PR003124,2026-07-04,MANDI002,Patiala,Cotton,6280.49,7576.15,6928.32,6620.0,Cotton,4.657401812688818,False
PR007308,2026-06-15,MANDI048,Jalandhar,Cotton,6414.53,7817.45,7115.99,,Cotton,,False
PR011358,2026-03-03,MANDI027,Hisar,Wheat,1957.21,2120.7088850785995,2038.96,2275.0,wheat,-10.375384615384615,True
PR002849,2026-02-19,MANDI043,Jalandhar,Wheat,2108.38,2303.0,2205.49,,GEHUN,,False
PR000278,2026-04-02,MANDI002,,Maize,2028.0,2420.0,2224.0,2090.0,corn,6.411483253588517,False
PR010767,2026-01-26,MANDI049,Patiala,Cotton,6176.37,7109.091862971616,6642.73,,कपास,,False
PR009416,2026-06-05,,,Rice,1918.74,2304.0,2111.0,2183.0,Paddy,-3.2982134677049935,True
PR006769,2026-08-02,,,Wheat,2047.45,2342.22,2195.0,2275.0,गेहूं,-3.5164835164835164,True
PR005062,2026-08-29,MANDI057,Ferozepur,Sugarcane,3331.999425085686,3987.3206060919074,3659.66,,Ganne,,False
PR006581,2026-06-17,MANDI012,Kurukshetra,Mustard,5447.43517291978,6539.0,,5650.0,Mustard,,False
PR003411,2026-07-25,MANDI050,Bathinda,Mustard,5673.4,,6244.0,,Sarson,,False
PR001183,2026-06-28,MANDI051,,Wheat,2311.342582562423,2580.92,2446.13,2275.0,WHEAT,7.522197802197807,False
PR003889,2026-05-29,,Sirsa,Cotton,6089.0,6442.05,6265.64,,Kapas,,False
PR006057,2026-03-28,,Ludhiana,Rice,1970.36,2238.5,2104.0,2183.0,paddy,-3.618873110398534,True
PR010183,2026-01-13,MANDI023,Kurukshetra,Maize,1863.0,2087.97,1975.71,2090.0,corn,-5.4684210526315775,True
PR000371,2026-08-07,MANDI018,Fatehabad,Mustard,5054.0,5585.96,5320.06,5650.0,Sarson,-5.839646017699108,True
PR006590,2026-05-24,MANDI035,Patiala,Wheat,2350.41,2731.0,2540.73,2275.0,WHEAT,11.680439560439561,False
PR010318,2026-02-15,MANDI014,Amritsar,Sugarcane,3264.0,3445.4932241573993,3355.0,3500.0,Ganna,-4.142857142857142,True
PR000090,2026-06-26,MANDI040,Ambala,Maize,1881.8691227385789,,2003.89,2090.0,Maize,-4.120095693779899,True
PR004915,2026-03-29,,Moga,Wheat,2155.0,,2340.1,2275.0,गेहूं,2.8615384615384576,False
PR009953,2026-04-22,MANDI028,Ambala,Rice,1901.88,2078.12,1990.0,2183.0,Dhaan,-8.841044434264774,True
PR010106,2026-01-02,MANDI042,Bathinda,Cotton,6136.0,6538.69,6337.33,,कपास,,False
PR000014,2026-02-08,MANDI028,Hisar,Wheat,2100.07,2375.64,2238.0,2275.0,WHEAT,-1.6263736263736264,True
PR000287,2026-04-13,MANDI031,,Wheat,2103.01,2276.59,2189.8,2275.0,Kanak,-3.7450549450549366,True
PR004723,2026-04-12,MANDI020,Kurukshetra,Wheat,1960.0,2441.0,2200.7,2275.0,Gehun,-3.265934065934074,True
PR000290,2026-08-07,MANDI024,Bathinda,Sugarcane,3589.02,3950.83341499987,3769.93,3500.0,Ganna,7.712285714285709,False
PR000885,2026-04-26,MANDI016,Kurukshetra,Mustard,4928.43761867252,5446.76,5188.0,5650.0,सरसों,-8.176991150442477,True
PR006785,2026-07-31,MANDI025,Karnal,Rice,2112.0,2555.56,2334.0,2183.0,Rice,6.917086578103528,False
PR011132,2026-03-30,MANDI020,Sirsa,Sugarcane,3250.83,3969.99,3610.0,3500.0,Sugarcane,3.1428571428571432,False
PR000072,2026-01-06,MANDI047,Amritsar,Wheat,2020.69,,2160.48,2275.0,WHEAT,-5.033846153846153,True
PR008759,2026-04-10,MANDI042,Moga,Basmati,1916.22,2381.0,2148.0,2183.0,Basmati,-1.603298213467705,True
PR002705,2026-06-11,,,Mustard,4886.19,5692.39,5289.29,,Mustard,,False
PR011585,2026-01-28,MANDI016,Jalandhar,Sugarcane,3395.0,3710.84,3552.76,,Ganne,,False
PR001860,2026-04-18,,Sirsa,Sugarcane,3233.75,3496.33,3365.0,,गन्ना,,False
PR001126,2026-03-20,MANDI003,Amritsar,Rice,1889.99,2165.52,,2183.0,चावल,,False
PR001877,2026-04-28,MANDI038,Ludhiana,Cotton,6070.34,6646.0,6357.95,,Cotton,,False
PR004804,2026-08-10,MANDI015,Fatehabad,Sugarcane,3036.0,3480.16,3257.9,3500.0,Sugarcane,-6.917142857142855,True
PR005224,2026-08-06,MANDI019,Ludhiana,Cotton,5856.97,6404.1,6130.53,6620.0,Cotton,-7.393806646525683,True
PR011327,2026-07-20,MANDI020,Hisar,Mustard,5578.0,6771.16,6175.0,5650.0,mustard,9.29203539823009,False
PR003657,2026-06-07,MANDI049,Moga,Mustard,5526.458101463893,6776.9,6151.677939662541,5650.0,Sarson,8.879255569248508,False
PR004286,2026-02-13,MANDI020,Sirsa,Mustard,4839.19,5232.752108331381,5036.0,5650.0,Mustard,-10.867256637168142,True
PR009464,2026-05-12,MANDI054,Sirsa,Mustard,,6269.21,5795.0,5650.0,Mustard,2.566371681415929,False
PR009540,2026-08-17,MANDI036,Ferozepur,Rice,2140.35,2314.92,,2183.0,Paddy,,False
PR008741,2026-05-28,,Hisar,Mustard,5551.23,6183.12,5867.18,5650.0,Sarso,3.8438938053097393,False
PR006103,2026-06-11,MANDI032,Fatehabad,Mustard,4861.23,5327.596778987246,5094.0,5650.0,Mustard,-9.84070796460177,True
PR004446,2026-04-01,MANDI012,Jalandhar,Wheat,2054.38,2163.73,2109.06,2275.0,Wheat,-7.294065934065936,True
PR008501,2026-06-21,MANDI047,Ambala,Maize,2055.01,2496.0,,2090.0,मक्का,,False
PR009136,2026-08-31,MANDI005,Hisar,Mustard,5172.652159477422,5630.0,5401.09,5650.0,mustard,-4.405486725663714,True
PR006128,2026-08-22,MANDI029,Bathinda,Sugarcane,3586.69,4146.78,3867.0,3500.0,Ganna,10.485714285714286,False
PR003726,2026-03-16,MANDI047,,Wheat,,2382.0,2300.9,2275.0,wheat,1.1384615384615426,False
PR004026,2026-04-13,MANDI002,Amritsar,Maize,2131.44,2417.37,2274.41,2090.0,Corn,8.823444976076548,False
PR006940,2026-07-15,,Sirsa,Wheat,2027.0,2491.3,2259.35,2275.0,Wheat,-0.6879120879120919,True
PR005645,2026-03-05,MANDI033,Bathinda,Sugarcane,3040.1534854977804,3610.64,3325.0,3500.0,Ganne,-5.0,True
PR000750,2026-03-08,MANDI040,Ambala,Wheat,2215.18,2565.59,2390.0,2275.0,wheat,5.054945054945055,False
PR010477,2026-03-08,MANDI013,Moga,Mustard,4997.0,,5469.33,,mustard,,False
PR000039,2026-07-15,,,Maize,1962.5739438804824,2442.29,2202.4319069968533,2090.0,Makka,5.379517081189152,False
PR011063,2026-05-09,MANDI027,,Sugarcane,3640.7,3951.0,3796.0,3500.0,Sugarcane,8.457142857142857,False
PR011564,2026-04-28,MANDI053,Patiala,Sugarcane,3045.97,3222.0,3133.91,,Ganna,,False
PR007008,2026-04-08,MANDI049,Fatehabad,Sugarcane,3369.49,4021.331053658642,3695.41,3500.0,Ganne,5.583142857142853,False
PR003175,2026-04-14,,,Wheat,2064.0,2298.0486185914897,2180.934103947472,,Kanak,,False
PR006920,2026-04-27,MANDI054,,Rice,2220.0,2582.38,2400.95,,Chawal,,False
PR004602,2026-01-03,MANDI002,,Mustard,5771.242300224399,6931.516916716651,6351.38,5650.0,Mustard,12.413805309734515,False
PR002404,2026-05-27,MANDI035,Patiala,Wheat,2377.0,2583.0,2479.89,,WHEAT,,False
PR003530,2026-03-13,MANDI050,Sirsa,Maize,1916.33,2164.0,2040.26,2090.0,Makka,-2.379904306220096,True
PR000052,2026-06-14,MANDI039,Hisar,Rice,1893.66,2329.0,2111.0,2183.0,Chawal,-3.2982134677049935,True
PR004884,2026-05-11,MANDI029,Ambala,Mustard,4883.77,5935.74,5409.76,5650.0,Sarso,-4.252035398230085,True
PR004396,2026-03-20,MANDI039,Jalandhar,Wheat,2316.1367012365836,2639.0,2477.74,2275.0,wheat,8.911648351648342,False
PR005356,2026-03-25,MANDI029,Sirsa,Mustard,5367.63,6494.201218716404,5931.0,5650.0,सरसों,4.9734513274336285,False
PR008385,2026-03-05,MANDI007,Fatehabad,Cotton,6143.0,6676.52,6409.956297337709,,Cotton,,False
PR001049,2026-02-28,MANDI018,Moga,Sugarcane,3544.39,4305.27,3924.83,3500.0,Sugarcane,12.137999999999998,False
PR001227,2026-05-28,MANDI049,Ludhiana,Rice,2223.0,2360.0,2291.15,2183.0,Chawal,4.954191479615212,False
PR002021,2026-02-15,MANDI053,Kurukshetra,Sugarcane,2975.02,3540.228356606027,3257.62,3500.0,Sugarcane,-6.92514285714286,True
PR002840,2026-07-08,MANDI055,Jalandhar,Rice,1909.34,2007.0,1958.1,,Chawal,,False
PR001582,2026-07-09,MANDI020,Ambala,Mustard,,6323.0,6051.36,5650.0,Sarson,7.103716814159286,False
PR007108,2026-08-13,MANDI037,,Sugarcane,3272.0,3501.56,3386.98,3500.0,Sugarcane,-3.2291428571428566,True
PR002341,2026-01-12,MANDI053,Karnal,Wheat,2267.0,2644.35,2455.58,2275.0,WHEAT,7.937582417582415,False
PR005608,2026-02-06,,Bathinda,Sugarcane,3229.0,3715.85,3473.0,3500.0,Ganne,-0.7714285714285715,True
PR001136,2026-04-18,MANDI038,Ferozepur,Basmati,2102.32,2442.07,2272.196527136316,2183.0,Basmati,4.0859609315765475,False
PR009689,2026-09-02,MANDI048,Karnal,Wheat,2164.0,2591.0,,2275.0,Gehun,,False
PR002408,2026-02-22,MANDI047,Ambala,Rice,2208.44,2509.35,2358.9,,धान,,False
PR004924,2026-03-13,MANDI054,Bathinda,Wheat,,2411.0,2322.27,2275.0,GEHUN,2.077802197802197,False
PR003193,2026-03-30,MANDI010,,Cotton,6317.87239055306,6975.84,6646.85,6620.0,Kapas,0.40558912386707496,False
PR005567,2026-01-07,MANDI026,Ferozepur,Cotton,5830.38,6868.0,6349.04,,Narma,,False
PR002815,2026-08-19,MANDI030,,Mustard,5403.91,6606.69,6005.3,,Sarso,,False
PR000950,2026-08-20,MANDI032,Patiala,Mustard,5880.31,6824.33,6352.32,5650.0,सरसों,12.4304424778761,False
PR004751,2026-02-17,MANDI028,Ambala,Mustard,4874.0,5365.0,5119.29,5650.0,Mustard,-9.393097345132743,True
PR008389,2026-07-08,MANDI024,Amritsar,Sugarcane,3647.18,3970.64,3808.91,3500.0,Ganna,8.825999999999997,False
PR008760,2026-07-05,MANDI001,,Rice,1878.64,2162.0,2020.53,,Dhaan,,False
PR011074,2026-07-29,MANDI020,Fatehabad,Maize,2194.053527943877,2537.0,2365.44,2090.0,Corn,13.178947368421055,False
PR005674,2026-04-15,MANDI008,Moga,Maize,1979.96,2214.64,2097.3,2090.0,corn,0.3492822966507264,False
PR005008,2026-01-31,MANDI018,Amritsar,Wheat,2010.881479567271,2355.0,2183.0,,Kanak,,False
PR011356,2026-03-18,MANDI043,Hisar,Maize,1954.52,2366.0,2160.21,2090.0,corn,3.3593301435406717,False
PR002972,2026-01-09,MANDI022,Moga,Mustard,5071.97,,5639.0,5650.0,Mustard,-0.19469026548672566,True
PR010128,2026-08-12,MANDI028,Jalandhar,Sugarcane,3371.0,4039.65,3705.46,,sugarcane,,False
PR011087,2026-05-18,MANDI007,Hisar,Cotton,6778.52,,7571.13,6620.0,cotton,14.367522658610273,False
PR004868,2026-05-02,,Ludhiana,Mustard,5002.0,6193.71,5598.01,5650.0,Sarso,-0.9201769911504386,True
PR008792,2026-02-08,MANDI054,Karnal,Wheat,2009.0,2222.62,2116.0,,Gehun,,False
PR007739,2026-01-31,MANDI014,Bathinda,Rice,,2361.8612565831104,2127.9743581320763,2183.0,Chawal,-2.520643237193023,True
PR002430,2026-05-16,MANDI012,Amritsar,Cotton,6174.08,7548.55,6861.32,6620.0,cotton,3.645317220543802,False
PR004051,2026-01-31,MANDI028,Ambala,Sugarcane,2980.0,3691.46,3336.0,3500.0,गन्ना,-4.685714285714285,True
PR003668,2026-04-06,MANDI046,Ferozepur,Wheat,2355.04,2804.03,2579.5355788650804,2275.0,Kanak,13.386179290772764,False
PR004727,2026-08-21,MANDI055,Kurukshetra,Cotton,6876.26,8157.95,7517.11,6620.0,Narma,13.551510574018122,False
